Date Plate Well Type Inhibitor Concentration Cell Buffer Inside Ratio Area well converted.2 type
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.224 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.987 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.217 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.467 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.999 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.864 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.995 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 2.824 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 3.246 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.998 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 2.099 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.046 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.113 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.48 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.883 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.811 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.98 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.924 NA 2 1 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.001 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.25 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.259 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.001 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.692 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.514 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.35 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.927 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.03 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.958 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.905 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.275 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 2.74 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.969 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.387 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 2.555 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.003 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.434 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.104 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.136 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.994 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.417 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.872 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.527 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.754 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.193 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.243 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.197 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.958 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.651 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.566 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.589 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.943 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.863 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.993 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.637 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.947 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.919 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.998 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.969 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.95 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.608 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.473 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.915 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.135 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.563 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 2.417 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 2.696 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.964 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.774 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.173 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.945 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 2.053 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.013 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 2.319 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.021 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.049 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.974 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.971 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.832 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.743 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.072 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.365 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.939 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.906 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.387 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.752 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.736 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.829 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.983 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.992 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.656 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.052 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.19 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.559 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.985 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.079 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.138 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.008 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.311 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.46 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 2.493 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.187 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.04 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.485 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.032 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.997 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.991 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.367 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.048 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.831 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.958 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.995 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.999 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.258 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.341 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.137 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.986 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.772 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.987 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.999 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 0.985 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.372 NA 2 2 normal
20/03/2013 1 2 HV1 TEA 10000uM ? Bicarbonate Candida 1.417 NA 2 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.987 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.987 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.002 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.365 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.047 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.333 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.991 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.011 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.339 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.84 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.777 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.933 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.468 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.121 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.901 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.966 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.393 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.246 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.191 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.975 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.741 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.989 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.986 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.974 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.04 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.106 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.163 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.871 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.308 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.218 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.193 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.974 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.032 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.981 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.99 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.999 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.308 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.983 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.989 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.454 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.904 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.968 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.977 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.972 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.345 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.152 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.935 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.007 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.666 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.931 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.943 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.972 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.995 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.611 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.999 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.544 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.282 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.865 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.903 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.174 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.096 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.953 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.976 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.753 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.034 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida NA 1.576 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 2.29 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.094 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.63 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.086 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 2.17 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.818 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.97 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.018 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 2.036 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.915 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 2.54 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.992 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.017 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.948 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.662 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.236 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.971 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.981 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.67 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.855 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.192 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.969 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.816 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.244 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.977 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.939 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.911 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.655 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.786 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.736 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.443 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.042 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.98 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.975 NA 3 1 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.377 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.25 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.996 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.236 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.967 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.142 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.973 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.025 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.313 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.408 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.756 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.054 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.474 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.528 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.999 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.121 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.066 1.26 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.904 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.009 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.979 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.064 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.365 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.069 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.993 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.984 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.269 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.005 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 2.033 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.919 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.359 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.998 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.975 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.719 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 2.481 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.998 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.992 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.345 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.246 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.174 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 1.074 NA 3 2 normal
20/03/2013 1 3 HV1 4AP 10000uM ? Bicarbonate Candida 0.949 NA 3 2 normal
